mouse_strain,C57BL
parameter_name,Center permanence time
gene_accession_id,MGI:2685277
pvalue,0.2227992
gene_symbol,Zyg11b
mouse_life_stage,E18.5
parameter_id,JAX_OFD_016_001
analysis_id,196lmtid8mj3125
