gene_symbol,Jun
analysis_id,58d285jpu1a31hk
parameter_id,M-G-P_012_001_005
mouse_strain,C57BL
pvalue,0.6680205
mouse_life_stage,E9.5
parameter_name,Body Weight
gene_accession_id,MGI:96646
