gene_symbol,AU040320
analysis_id,hz8292b9u0i6w11
pvalue,0.4072799
parameter_name,Initial response to glucose challenge
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IPG_011_001
gene_accession_id,MGI:2140475
