parameter_id,M-G-P_007_001_010
gene_symbol,Opn3
gene_accession_id,MGI:1338022
pvalue,0.8385277
analysis_id,9b5ix6nqtx58xt8
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,center - distance
