parameter_id,IMPC_OFD_021_001
gene_symbol,Sprr1b
analysis_id,z0c29x544ltn8j1
mouse_life_stage,Early adult
pvalue,0.4603636
mouse_strain,C57BL
parameter_name,Number of rears - total
gene_accession_id,MGI:106659
