gene_symbol,Frmpd1
analysis_id,2v37t522mn9itp8
mouse_life_stage,Late adult
parameter_id,TCPLA_XRY_033_001
pvalue,0.8033498
mouse_strain,C57BL
gene_accession_id,MGI:2446274
parameter_name,Tibia length
