gene_symbol,Slc39a10
mouse_strain,C57BL
parameter_id,M-G-P_016_001_001
pvalue,0.5900882
mouse_life_stage,E9.5
parameter_name,White blood cell-count
analysis_id,2x024097vdx9q7c
gene_accession_id,MGI:1914515
