gene_symbol,Arpc2
parameter_id,IMPC_EYE_026_001
parameter_name,Retinal Blood Vessels Pattern
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
analysis_id,s483549lvo2fpaw
pvalue,0.1194757
mouse_strain,129SV
