parameter_id,IMPC_IMM_004_002
gene_accession_id,MGI:107414
analysis_id,as0h2aj2031m117
mouse_life_stage,Early adult
gene_symbol,Tnfsf10
pvalue,0.6821359
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
mouse_strain,C57BL
