gene_symbol,Fgb
parameter_name,Startle Response
parameter_id,M-G-P_008_001_013
pvalue,0.3089875
gene_accession_id,MGI:99501
analysis_id,776r33s3528r33i
mouse_life_stage,E15.5
mouse_strain,C57BL
