gene_symbol,Dmap1
gene_accession_id,MGI:1913483
analysis_id,x583fk8a0o77x7d
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.3584359
parameter_id,IMPC_OFD_011_001
parameter_name,Periphery resting time
