parameter_id,JAXLA_DXA_003_001
mouse_strain,C57BL
parameter_name,Lean mass
analysis_id,7597542cd36sx3w
pvalue,0.989402
gene_symbol,Zc2hc1a
gene_accession_id,MGI:1914556
mouse_life_stage,Early adult
