parameter_id,IMPC_CSD_016_001
mouse_strain,C57BL
gene_accession_id,MGI:1914672
gene_symbol,Dhdds
parameter_name,Coat - hair texture / appearance - abdomen
pvalue,0.7877247
analysis_id,2x711s4smb8a5v9
mouse_life_stage,Early adult
