parameter_id,IMPC_ABR_008_001
mouse_strain,C57BL
parameter_name,18kHz-evoked ABR Threshold
mouse_life_stage,Early adult
pvalue,0.7841638
gene_accession_id,MGI:1917810
analysis_id,uj5diqjw8m00f73
gene_symbol,WARS2
