parameter_name,Creatinine
parameter_id,HMGULA_CBC_005_001
mouse_life_stage,Early adult
pvalue,0.8041811
gene_symbol,Ivd
analysis_id,zbg7y506rxl5k0q
mouse_strain,C57BL
gene_accession_id,MGI:1929242
