parameter_id,JAXLA_OFD_007_001
analysis_id,8ehjp9g7f02pd59
mouse_strain,C57BL
parameter_name,Whole arena resting time
pvalue,0.8126806
gene_accession_id,MGI:1915087
mouse_life_stage,E9.5
gene_symbol,Tiprl
