mouse_life_stage,Middle aged adult
gene_symbol,Slc30a4
pvalue,0.1283241
gene_accession_id,MGI:1345282
mouse_strain,C57BL
parameter_id,IMPC_OFD_021_001
analysis_id,29jheblh95n59q5
parameter_name,Number of rears - total
