parameter_id,IMPC_ECH_008_001
gene_accession_id,MGI:1918345
mouse_strain,C57BL
analysis_id,50b659ios168xv1
parameter_name,LVIDd
mouse_life_stage,Early adult
pvalue,0.2054255
gene_symbol,Kif24
