parameter_id,IMPC_GEL_029_001
mouse_life_stage,Early adult
gene_symbol,AMIGO1
gene_accession_id,MGI:2653612
analysis_id,739k2nh5a5voi5d
parameter_name,Midbrain
mouse_strain,C57BL
pvalue,0.4084775
