mouse_life_stage,Late adult
analysis_id,1n88d73v6341x6r
pvalue,0.7070407
parameter_name,% Pre-pulse inhibition - PPI4
parameter_id,IMPC_ACS_036_001
mouse_strain,C57BL
gene_accession_id,MGI:2140475
gene_symbol,AU040320
