Parameter_id,MGP_IMM_033_001
Mouse_strain,C56BL
Mouse_life_stage,Early adult
Gene_symbol,Traf6
Parameter_name,Total NK cells - % of CD45+
Pvalue,0.0795071
Gene_accession_id,MGI:108072
Analysis_id,154x7fr2syjtvo5
