gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
analysis_id,3s30c156n5syw19
mouse_life_stage,E9.5
pvalue,0.3157464
parameter_name,Body position
mouse_strain,C57BL
parameter_id,ESLIM_008_001_001
