parameter_id,IMPC_XRY_024_001
gene_symbol,Hpca
gene_accession_id,MGI:1336200
parameter_name,Femur
mouse_life_stage,Late adult
analysis_id,19bz0101658rckl
pvalue,0.3610756
mouse_strain,C57BL
