parameter_id,MGP_MLN_013_001
gene_accession_id,MGI:1309468
analysis_id,93krv6l63ho74qs
mouse_strain,C57BL
parameter_name,Effector CD8+ T cells - % of CD8+
gene_symbol,Casq1
mouse_life_stage,Early adult
pvalue,0.5244978
