gene_symbol,Jun
analysis_id,6r4d438usz4xms2
mouse_life_stage,E15.5
parameter_id,JAX_OFD_010_001
pvalue,0.4883169
gene_accession_id,MGI:96646
mouse_strain,C57BL
parameter_name,Periphery distance travelled
