parameter_id,IMPC_ECH_018_001
pvalue,1.053779
mouse_life_stage,Early adult
gene_symbol,Rap2b
mouse_strain,C57BL
gene_accession_id,MGI:1921262
analysis_id,gkzpj470lja091e
parameter_name,Respiration Rate
