gene_symbol,Jun
mouse_strain,C57BL
parameter_id,MGP_PBI_002_001
gene_accession_id,MGI:96646
pvalue,0.2510404
parameter_name,Alpha beta T cell percentage
mouse_life_stage,E9.5
analysis_id,xtrm1zb9552z566
