gene_symbol,Wars2
pvalue,0.8980106
parameter_name,Mean platelet volume
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_019_001
analysis_id,960yu0m78942967
gene_accession_id,MGI:1917810
