mouse_strain,129SV
parameter_id,MGP_MLN_074_001
gene_symbol,Ddx27
pvalue,0.765061
analysis_id,j78132ph526k27s
parameter_name,Effector CD8+ T cells - % of CD45+
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
