gene_symbol,Mgst2
pvalue,0.07114927
parameter_id,JAX_OFD_013_001
gene_accession_id,MGI:2448481
analysis_id,658906ili8rsv01
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Periphery average speed
