pvalue,0.9805014
mouse_life_stage,Early adult
gene_symbol,Snrpb2
gene_accession_id,MGI:104805
parameter_id,IMPC_GEL_060_001
analysis_id,2z170skx1340705
parameter_name,Neural tube morphology
mouse_strain,C57BL
