parameter_id,ESLIM_007_001_012
mouse_life_stage,Late adult
gene_accession_id,MGI:109356
pvalue,0.6381713
gene_symbol,Snap23
mouse_strain,C57BL
analysis_id,oj310bo602b384i
parameter_name,Centre permanence time
