gene_symbol,Hnf4a
mouse_strain,C57BL
parameter_id,IMPC_CBC_014_001
mouse_life_stage,Late adult
gene_accession_id,MGI:109128
parameter_name,Alkaline phosphatase
analysis_id,sr5y8v221504172
pvalue,0.544348
