gene_symbol,Zmynd19
parameter_id,MGP_IMM_066_001
mouse_life_stage,Early adult
parameter_name,CD11b-high cDC - % of cDC
pvalue,0.276007
gene_accession_id,MGI:1914437
mouse_strain,C57BL
analysis_id,xt0qlpq5t5l6710
