parameter_name,Body Weight
pvalue,0.05467679
mouse_life_stage,Early adult
gene_accession_id,MGI:3045306
parameter_id,M-G-P_012_001_005
analysis_id,6jmay6ryi4me342
mouse_strain,C57BL
gene_symbol,Exd1
