gene_symbol,Ubxn4
mouse_strain,C57BL
analysis_id,p99z3vpgc29zk26
gene_accession_id,MGI:1915062
parameter_id,JAX_OFD_015_001
mouse_life_stage,Late adult
pvalue,0.4103479
parameter_name,Center resting time
