gene_symbol,AU040320
mouse_strain,C57BL
parameter_id,MGP_IMM_048_001
parameter_name,Follicular B cells - % of B2 cells
mouse_life_stage,Middle aged adult
pvalue,0.7110974
gene_accession_id,MGI:2140475
analysis_id,oobyj5j8y7omdfz
