gene_symbol,Mapkap1
mouse_life_stage,E12.5
analysis_id,emw14n9j44rkmx4
gene_accession_id,MGI:2444554
pvalue,0.2156333
mouse_strain,C57BL
parameter_id,MGP_IMM_033_001
parameter_name,Total NK cells - % of CD45+
