gene_symbol,Trim46
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,scf19d6d94l3eud
pvalue,0.07239112
parameter_name,Stroke Volume
parameter_id,IMPC_ECH_003_001
gene_accession_id,MGI:2673000
