parameter_name,Whole arena resting time
analysis_id,3qbg6jhnw622335
mouse_life_stage,E9.5
pvalue,1.409324
gene_accession_id,MGI:95835
mouse_strain,C57BL
gene_symbol,Hspa5
parameter_id,JAX_OFD_007_001
