gene_symbol,AU040320
pvalue,0.5540045
parameter_name,Delayed embryonic development
mouse_life_stage,Early adult
analysis_id,d4yw34564i42j53
mouse_strain,C57BL
parameter_id,IMPC_GEL_063_001
gene_accession_id,MGI:2140475
