mouse_life_stage,Late adult
analysis_id,04951d8vnsi6y1a
mouse_strain,C57BL
pvalue,0.5111435
gene_accession_id,MGI:2441730
parameter_id,MGP_PBI_009_001
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell percentage
gene_symbol,Tbl1xr1
