gene_symbol,Col6a3
parameter_id,IMPC_CBC_010_001
mouse_strain,C54BL
mouse_life_stage,Early adult
gene_accession_id,MGI:88461
analysis_id,s4z761m12160r11
parameter_name,Phosphorus
pvalue,0.9666646
