parameter_id,MGP_CSD_030_001
gene_symbol,Hpca
parameter_name,Limb coat/hair presence
pvalue,0.1850743
mouse_life_stage,Late adult
gene_accession_id,MGI:1336200
mouse_strain,C57BL
analysis_id,5z8lqgpg9o2no51
