parameter_name,Creatinine
pvalue,0.7867939
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_005_001
analysis_id,u7f676y2116020a
gene_accession_id,MGI:1276578
gene_symbol,Gfi1b
