gene_symbol,Tiprl
parameter_name,Vitreous
pvalue,0.2619433
mouse_life_stage,E9.5
gene_accession_id,MGI:1915087
mouse_strain,C57BL
parameter_id,UCDLA_EYE_083_001
analysis_id,u2zm7hw14l3n7b3
