gene_symbol,Mapkap1
analysis_id,s48q172t8nypaaf
mouse_strain,C57BL
pvalue,0.5418891
parameter_id,MGP_IMM_041_001
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
parameter_name,Total B cells - % of CD45+
