parameter_name,Joints
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Slc17a9
gene_accession_id,MGI:1919107
analysis_id,7gc8iyhr6d408ft
parameter_id,IMPC_XRY_027_001
pvalue,0.2891241
