parameter_name,Eye
parameter_id,M-G-P_013_001_001
gene_symbol,Tox
mouse_strain,C57BL
gene_accession_id,MGI:2181659
analysis_id,0gfbw4205435eap
mouse_life_stage,Early adult
pvalue,0.4410274
