gene_symbol,Secisbp2l
mouse_strain,C57BL
gene_accession_id,MGI:1917604
pvalue,0.5738769
mouse_life_stage,Middle aged adult
analysis_id,t6w7541lq03hl22
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
parameter_id,MGP_PBI_010_001
