gene_symbol,Fgb
mouse_strain,C57BL
parameter_name,Total cholesterol
parameter_id,IMPC_CBC_015_001
mouse_life_stage,Early adult
analysis_id,zq30d3w39m2x129
pvalue,0.4120589
gene_accession_id,MGI:99501
