gene_symbol,Lamb3
parameter_name,Weight
pvalue,0.575873
analysis_id,k79543gqaj0104r
gene_accession_id,MGI:99915
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,CCP_LFO_001_001
