parameter_id,IMPC_ECG_005_001
pvalue,0.7205632
mouse_strain,C57BL
analysis_id,1ke2esx0a82x500
mouse_life_stage,Middle aged adult
parameter_name,PQ
gene_accession_id,MGI:1345282
gene_symbol,Slc30a4
