mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1917604
parameter_id,IMPC_GRS_011_001
gene_symbol,Secisbp2l
pvalue,0.1931585
analysis_id,v7189b0o94590r7
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_strain,C57BL
