mouse_life_stage,Early adult
parameter_name,Body position
analysis_id,1mne17i4154p1q6
gene_symbol,Mgst2
mouse_strain,C57BL
pvalue,0.4643726
gene_accession_id,MGI:2448481
parameter_id,ESLIM_008_001_001
