gene_symbol,Frmpd1
mouse_life_stage,Early adult
parameter_id,CCP_XRY_001_001
parameter_name,Skull shape
gene_accession_id,MGI:2446274
mouse_strain,C57BL
analysis_id,fpw3qnn7s03903i
pvalue,0.4487863
