parameter_id,IMPC_IMM_032_001
mouse_life_stage,E9.5
gene_accession_id,MGI:1914515
mouse_strain,C57BL
parameter_name,CD8 CD44+CD62L- T cells
analysis_id,fvs5n4644m9od2y
gene_symbol,Slc39a10
pvalue,0.2623966
