gene_symbol,Fgb
parameter_name,Blood Vessel Morphology
gene_accession_id,MGI:99501
mouse_strain,C57BL
analysis_id,w73yomn93d3kix7
pvalue,0.555587
parameter_id,IMPC_GEO_011_001
mouse_life_stage,Early adult
