parameter_id,MGP_MLN_064_001
gene_accession_id,MGI:1924360
parameter_name,Total CD4+ T cells - % of CD45+
gene_symbol,Gpbp1l1
mouse_life_stage,Early adult
pvalue,0.3600751
mouse_strain,C57BL
analysis_id,zr8r23c05unm896
