gene_symbol,Dmap1
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:1913483
analysis_id,657c8x418o93s22
parameter_id,IMPC_GEP_084_001
parameter_name,Limb morphology
pvalue,0.8272841
