gene_symbol,Ola1
parameter_id,IMPC_HEM_030_001
mouse_life_stage,E18.5
analysis_id,154s7221l5xm3d2
mouse_strain,C57BL
gene_accession_id,MGI:1914309
pvalue,0.3800563
parameter_name,Neutrophil cell count
