gene_symbol,Kifap3
pvalue,0.9021395
gene_accession_id,MGI:107566
mouse_strain,C57BL
parameter_name,Center permanence time
parameter_id,JAX_OFD_016_001
analysis_id,p30658133ghj26x
mouse_life_stage,Early adult
