gene_symbol,Ddx27
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_004_001
analysis_id,7566r802498cu10
pvalue,0.6825215
mouse_strain,129SV
parameter_name,Eyelid morphology
