parameter_id,IMPC_ECG_005_001
mouse_life_stage,Early adult
pvalue,0.8128702
mouse_strain,C57BL
gene_symbol,Lime1
analysis_id,z9zgke7w0wj14c9
gene_accession_id,MGI:1919949
parameter_name,PQ
